Date,Close,High,Low,Open,Volume
2019-11-18,597812.375,621171.375,595183.4375,614279.5625,1552537046068
2019-11-19,589701.8125,604698.4375,580876.75,597513.6875,1515089488093
2019-11-20,576182.875,591969.125,574972.125,589519.8125,1490424109615
2019-11-21,548371.125,582246.1875,545078.0,575922.75,1615408241539
2019-11-22,523840.28125,552291.0625,497438.125,548429.9375,2458344880213
2019-11-23,531107.0625,534299.125,513418.875,523810.625,1508285307150
2019-11-24,505996.15625,531881.0625,504658.8125,531167.1875,2184935358028
2019-11-25,512302.03125,524795.625,474043.875,505426.125,3060078447275
2019-11-26,515668.875,524058.9375,507658.0,512232.125,1509458026488
2019-11-27,536541.4375,542793.0625,497645.71875,515848.15625,1709102805582
2019-11-28,534040.5,552534.0,533396.0625,536908.8125,1363176843467
2019-11-29,556900.25,558000.0625,533871.5625,534299.625,1414249487734
2019-11-30,543151.25,562271.625,539292.25,557102.1875,1231169108704
2019-12-01,532704.625,543293.75,523182.9375,543293.75,1343240243626
2019-12-02,524510.5625,536262.1875,518806.5625,532686.25,1223671798056
2019-12-03,525264.375,532177.0,518408.15625,524652.875,1061808388848
2019-12-04,518448.71875,539263.0,514381.09375,525262.875,1548778836341
2019-12-05,531771.875,552062.6875,517064.09375,518535.03125,1343374292192
2019-12-06,538078.25,538078.25,526850.1875,531932.8125,1290794134274
2019-12-07,538737.125,541140.8125,536560.625,538097.375,1101789655656
2019-12-08,539284.25,544324.5625,533022.875,538387.8125,1098617282757
2019-12-09,525241.75,541165.625,522690.3125,539102.4375,1268377170982
2019-12-10,515525.1875,526456.0625,512965.5,524974.5625,1292618917909
2019-12-11,510555.71875,518422.125,508776.34375,515459.875,1156622200614
2019-12-12,511147.21875,512657.71875,506113.75,510507.03125,1335682007284
2019-12-13,513890.375,516289.28125,511785.125,511255.03125,1210609781432
2019-12-14,503639.625,516658.0,501698.15625,513835.09375,1211408063095
2019-12-15,505572.75,507626.625,489480.65625,503608.9375,1193271661998
2019-12-16,491538.84375,508683.3125,489605.71875,505668.96875,1433196355575
2019-12-17,471708.9375,494124.15625,467976.71875,491456.25,1588612653669
2019-12-18,516652.3125,520074.0,464317.71875,472219.21875,2260390156456
2019-12-19,513070.84375,521608.78125,501033.03125,516708.28125,1845229010376
2019-12-20,513254.25,516034.625,503667.53125,513483.46875,1609252942394
2019-12-21,511287.78125,513567.78125,505711.96875,513380.59375,1373112802877
2019-12-22,534074.4375,534532.625,509582.84375,511289.90625,1644867129293
2019-12-23,523873.0,545464.25,521769.21875,533883.4375,1982199426546
2019-12-24,521803.625,536882.125,518281.0625,523785.0,1638382876273
2019-12-25,518427.5625,523801.4375,514195.9375,522033.34375,1536330250666
2019-12-26,516144.125,526767.5,513081.5625,518402.1875,1624732045057
2019-12-27,520712.8125,526142.5625,512642.28125,516085.25,1626929952511
2019-12-28,522705.71875,528495.0,520485.40625,520637.28125,1526096610073
2019-12-29,530212.125,536702.5625,519982.59375,522681.28125,1603301276070
2019-12-30,520151.0,532240.875,518647.96875,530042.1875,1631428819109
2019-12-31,512910.8125,523079.5,510724.78125,520253.96875,1509295725753
2020-01-01,512853.96875,516907.3125,511971.78125,513003.0,1322395074997
2020-01-02,498416.75,514302.40625,494834.96875,513023.28125,1484238993887
2020-01-03,527076.25,531793.1875,493609.6875,498342.4375,2017307990333
2020-01-04,531796.125,532996.625,524538.0625,527111.5,1323579350948
2020-01-05,531863.1875,541400.625,531089.4375,531781.4375,1415543274095
2020-01-06,557805.0,558713.875,531717.9375,531801.0625,1671160912507
2020-01-07,587512.375,588557.5625,557733.8125,557766.4375,2070281271282
2020-01-08,577281.125,600555.6875,568201.1875,587385.9375,2262906174516
2020-01-09,560959.5625,577455.0,558355.625,577455.0,1711981944091
2020-01-10,579751.875,579751.875,548658.9375,560905.1875,2038477021654
2020-01-11,570347.625,583429.5,569787.375,579442.125,1810994405350
2020-01-12,581358.3125,581880.625,568326.75,570044.1875,1625280871582
2020-01-13,576030.0,581710.9375,572483.125,581165.125,1590191721617
2020-01-14,625492.125,629149.8125,575799.3125,575799.3125,3177269141934
2020-01-15,622867.0,629353.625,613792.0625,625320.625,2836232877784
2020-01-16,619001.5,625688.0625,609611.4375,623253.9375,2221902438919
2020-01-17,634351.875,636434.3125,615706.8125,619102.5,2584011354240
2020-01-18,635330.25,640259.875,627126.375,634222.1875,2297395017167
2020-01-19,618567.375,651070.1875,612402.375,635233.375,2431096034324
2020-01-20,615025.9375,621264.875,608360.3125,618452.75,1877005934605
2020-01-21,622532.8125,624098.5,608810.25,615121.75,1715254273782
2020-01-22,617293.625,626083.1875,613804.9375,622412.9375,1607091469955
2020-01-23,599645.0625,617782.25,595042.5625,617277.5625,1838248044065
2020-01-24,602374.8125,607112.75,589636.5625,599577.4375,1740193345513
2020-01-25,596840.9375,603303.375,591732.0,601995.75,1401355746375
2020-01-26,613184.875,613582.25,593820.3125,596595.75,1581864168398
2020-01-27,636606.5625,641593.25,613219.0,613219.0,2046852328192
2020-01-28,666709.6875,667903.9375,636508.625,636799.875,2450580310745
2020-01-29,664368.875,670772.625,660460.75,666629.9375,2187976071614
2020-01-30,680558.6875,682952.875,658255.3125,664325.1875,2317350204337
2020-01-31,668553.5,681468.5,658971.25,680510.0,2104393582428
2020-02-01,671581.1875,674902.1875,665887.25,668255.25,1853444016821
2020-02-02,668112.75,677009.5625,659065.1875,671362.8125,2204724355910
2020-02-03,662852.0,684760.1875,659653.375,668135.5625,2206346592799
2020-02-04,652858.25,665545.0625,649205.6875,662803.5625,2125704294051
2020-02-05,684379.6875,690637.5625,651634.6875,653032.6875,2507458513652
2020-02-06,693764.0625,699051.1875,679139.625,684692.6875,2683048017387
2020-02-07,700566.6875,702631.375,693493.1875,693493.1875,2468926711893
2020-02-08,705513.875,706345.625,692196.9375,700361.25,2515363881671
2020-02-09,723501.875,724416.6875,704460.625,705426.3125,2560829016702
2020-02-10,702781.3125,724707.25,698040.5625,723422.1875,2808280571000
2020-02-11,727697.125,727156.875,692920.3125,702730.0,2683752944404
2020-02-12,736310.6875,740825.3125,727280.1875,727280.1875,3097843960238
2020-02-13,728065.625,746933.25,721489.6875,736161.375,3518026733355
2020-02-14,737593.6875,739034.75,722497.875,727864.0,3099851686858
2020-02-15,707359.875,739699.4375,706287.1875,737718.1875,3137531390392
2020-02-16,710589.75,719129.25,695412.1875,707342.375,3102509594071
2020-02-17,691482.6875,710903.25,678785.4375,710741.875,3282410515761
2020-02-18,726014.75,727619.875,689702.625,691560.3125,3383895918809
2020-02-19,689985.5625,730122.0,688591.8125,726143.75,3365775216511
2020-02-20,690676.4375,690410.4375,684231.1875,689694.625,3229317556344
2020-02-21,696334.0625,697942.375,689003.875,690914.125,2942394734316
2020-02-22,694662.0,697181.5625,690172.375,696425.0,2576306033277
2020-02-23,713421.3125,714347.8125,694274.4375,694671.8125,2960586740983
2020-02-24,695287.375,715378.75,687787.6875,713210.5625,3248013719116
2020-02-25,671481.8125,695472.0,668640.1875,695369.375,3055996911238
2020-02-26,632196.0,672421.4375,623430.1875,671236.3125,3613771726795
2020-02-27,629795.5,640131.1875,614757.875,632523.625,3259940210164
2020-02-28,625934.4375,637712.875,613249.0625,630099.125,3219398385705
2020-02-29,620669.5625,633381.25,620669.5625,625844.75,2583315931864
2020-03-01,617995.125,629856.5625,611409.75,620687.5625,2551325933363
2020-03-02,642377.0,645929.5,615842.625,618053.625,3103924211388
2020-03-03,645247.625,651223.125,637684.0625,642066.875,3112265802482
2020-03-04,643466.8125,650208.5,639858.4375,645303.125,2553709184527
2020-03-05,670517.5,674889.3125,643614.375,643837.125,2931923641126
2020-03-06,675041.0,678042.875,667335.3125,670483.9375,3021067057513
2020-03-07,659383.8125,678126.9375,657962.1875,674971.0625,2680244797086
2020-03-08,600030.75,659708.6875,599818.8125,659254.4375,2958158096970
2020-03-09,589784.625,605200.0625,571518.875,600255.0,3493684877489
2020-03-10,587119.4375,600579.75,577471.9375,589673.125,3133435305103
2020-03-11,586831.125,585056.6875,565759.1875,587146.1875,2869297784475
2020-03-12,370008.5625,588143.0,361788.21875,586993.3125,4018114259958
2020-03-13,411486.1875,430809.0625,309974.40625,373510.28125,5484560705892
2020-03-14,384613.875,416036.125,379045.0,412179.25,2673951109815
2020-03-15,398630.21875,431477.59375,382315.03125,384665.6875,2513315070237
2020-03-16,372605.9375,398106.4375,339365.6875,398106.4375,3371116571879
